_id,estStatusDesc,enfrID,inspID,infrTypeCD,postal,rowNo,addr,estName,infrAction,lon,servID,enfrOutcome,unit,infrTypeDesc,enfrAmountFined,inspStatusDesc,enfrOutcomeDate,lat,servTypeCD,inspDate,infrID,addrID,estID,servTypeDesc,estStatusCD
13155202,Pass,,72246,10005,M1G,1,3770 LAWRENCE AVE E,PINK NAILS & SPA,Notice to Comply,-79.21423654,556681,,,Single-use items used on one client only,,Conditional,,43.76249604,7017,2016-11-09T00:00:00,8460,2907806,3644116,Nails,PASS
13155203,Pass,,72246,10011,M1G,2,3770 LAWRENCE AVE E,PINK NAILS & SPA,Notice to Comply,-79.21423654,556681,,,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.76249604,7017,2016-11-09T00:00:00,8461,2907806,3644116,Nails,PASS
13155204,Pass,,72246,10015,M1G,3,3770 LAWRENCE AVE E,PINK NAILS & SPA,Notice to Comply,-79.21423654,556681,,,Work surfaces cleaned then disinfected with a LLD daily,,Conditional,,43.76249604,7017,2016-11-09T00:00:00,8462,2907806,3644116,Nails,PASS
13155205,Pass,,72247,10012,M1G,4,3770 LAWRENCE AVE E,PINK NAILS & SPA,Notice to Comply,-79.21423654,556682,,,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.76249604,7018,2016-11-09T00:00:00,8463,2907806,3644116,Aesthetics,PASS
13155206,Pass,,72247,10015,M1G,5,3770 LAWRENCE AVE E,PINK NAILS & SPA,Notice to Comply,-79.21423654,556682,,,Work surfaces cleaned then disinfected with a LLD daily,,Conditional,,43.76249604,7018,2016-11-09T00:00:00,8464,2907806,3644116,Aesthetics,PASS
13155207,Pass,,72248,10005,M1G,6,3770 LAWRENCE AVE E,PINK NAILS & SPA,Notice to Comply,-79.21423654,556681,,,Single-use items used on one client only,,Conditional,,43.76249604,7017,2016-11-15T00:00:00,8465,2907806,3644116,Nails,PASS
13155208,Pass,,72248,10011,M1G,7,3770 LAWRENCE AVE E,PINK NAILS & SPA,Notice to Comply,-79.21423654,556681,,,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.76249604,7017,2016-11-15T00:00:00,8466,2907806,3644116,Nails,PASS
13155209,Pass,,82477,10012,M5G,8,109 DUNDAS ST W,NAILS FOR YOU AND SPA,Notice to Comply,-79.3841334,560046,,,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.65543522,7017,2016-07-26T00:00:00,10923,2966138,3842454,Nails,PASS
13155210,Pass,,82478,10006,M5G,9,109 DUNDAS ST W,NAILS FOR YOU AND SPA,Notice to Comply,-79.3841334,560047,,,Products dispensed in a manner to prevent contamination,,Conditional,,43.65543522,7018,2016-07-26T00:00:00,10924,2966138,3842454,Aesthetics,PASS
13155211,Pass,,82482,10006,M5G,10,109 DUNDAS ST W,NAILS FOR YOU AND SPA,Notice to Comply,-79.3841334,560046,,,Products dispensed in a manner to prevent contamination,,Conditional,,43.65543522,7017,2016-11-10T00:00:00,10925,2966138,3842454,Nails,PASS
13155212,Pass,12388,82483,10006,M5G,11,109 DUNDAS ST W,NAILS FOR YOU AND SPA,Ticket,-79.3841334,560047,"Fine Only, No Court",,Products dispensed in a manner to prevent contamination,125,Conditional,2017-03-09,43.65543522,7018,2016-11-10T00:00:00,10926,2966138,3842454,Aesthetics,PASS
13155213,Pass,,88401,10011,M1C,12,111 ISLAND RD,WILSON'S BARBER SHOP,Notice to Comply,-79.13741904,556433,,UNIT-16,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.79780432,7016,2017-03-24T00:00:00,12007,2907502,3643634,Barbering & Hairdressing,PASS
13155214,Pass,,88401,10016,M1C,13,111 ISLAND RD,WILSON'S BARBER SHOP,Notice to Comply,-79.13741904,556433,,UNIT-16,Sharps discarded immediately in an approved sharps container and disposed of properly,,Conditional,,43.79780432,7016,2017-03-24T00:00:00,12009,2907502,3643634,Barbering & Hairdressing,PASS
13155215,Pass,,88401,10013,M1C,14,111 ISLAND RD,WILSON'S BARBER SHOP,Notice to Comply,-79.13741904,556433,,UNIT-16,Appropriate contact time used on approved disinfectants,,Conditional,,43.79780432,7016,2017-03-24T00:00:00,12008,2907502,3643634,Barbering & Hairdressing,PASS
13155216,Pass,,88404,10011,M1V,15,668 SILVER STAR BLVD,PRO YOU SALON,Notice to Comply,-79.30111256,557178,,UNIT-215,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.8230977,7016,2017-04-03T00:00:00,12010,2908183,3644839,Barbering & Hairdressing,PASS
13155217,Pass,,88404,10012,M1V,16,668 SILVER STAR BLVD,PRO YOU SALON,Notice to Comply,-79.30111256,557178,,UNIT-215,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.8230977,7016,2017-04-03T00:00:00,12011,2908183,3644839,Barbering & Hairdressing,PASS
13155218,Pass,,88405,10011,M4K,17,927 PAPE AVE,TINA'S PRO NAILS & SPA,Notice to Comply,-79.3472703,557483,,,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.68600219,7017,2017-03-27T00:00:00,12013,2908455,3645269,Nails,PASS
13155219,Pass,,88405,10012,M4K,18,927 PAPE AVE,TINA'S PRO NAILS & SPA,Notice to Comply,-79.3472703,557483,,,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.68600219,7017,2017-03-27T00:00:00,12014,2908455,3645269,Nails,PASS
13155220,Pass,,88405,10007,M4K,19,927 PAPE AVE,TINA'S PRO NAILS & SPA,Notice to Comply,-79.3472703,557483,,,Non-critical items maintained in a sanitary manner before use,,Conditional,,43.68600219,7017,2017-03-27T00:00:00,12012,2908455,3645269,Nails,PASS
13155221,Pass,,88405,10020,M4K,20,927 PAPE AVE,TINA'S PRO NAILS & SPA,Notice to Comply,-79.3472703,557483,,,Footbaths cleaned then disinfected with an ILD between clients,,Conditional,,43.68600219,7017,2017-03-27T00:00:00,12016,2908455,3645269,Nails,PASS
13155222,Pass,,88405,10015,M4K,21,927 PAPE AVE,TINA'S PRO NAILS & SPA,Notice to Comply,-79.3472703,557483,,,Work surfaces cleaned then disinfected with a LLD daily,,Conditional,,43.68600219,7017,2017-03-27T00:00:00,12015,2908455,3645269,Nails,PASS
13155223,Pass,,88406,10012,M4K,22,927 PAPE AVE,TINA'S PRO NAILS & SPA,Notice to Comply,-79.3472703,557484,,,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.68600219,7018,2017-03-27T00:00:00,12018,2908455,3645269,Aesthetics,PASS
13155224,Pass,,88406,10006,M4K,23,927 PAPE AVE,TINA'S PRO NAILS & SPA,Notice to Comply,-79.3472703,557484,,,Products dispensed in a manner to prevent contamination,,Conditional,,43.68600219,7018,2017-03-27T00:00:00,12017,2908455,3645269,Aesthetics,PASS
13155225,Pass,,88424,10013,M1S,24,4417 SHEPPARD AVE E,KEDAR HAIR INC,Notice to Comply,-79.26895712,557906,,,Appropriate contact time used on approved disinfectants,,Conditional,,43.78723817,7016,2017-03-20T00:00:00,12035,2905244,3645826,Barbering & Hairdressing,PASS
13155226,Pass,,88424,10016,M1S,25,4417 SHEPPARD AVE E,KEDAR HAIR INC,Notice to Comply,-79.26895712,557906,,,Sharps discarded immediately in an approved sharps container and disposed of properly,,Conditional,,43.78723817,7016,2017-03-20T00:00:00,12036,2905244,3645826,Barbering & Hairdressing,PASS
13155227,Pass,,88424,10011,M1S,26,4417 SHEPPARD AVE E,KEDAR HAIR INC,Notice to Comply,-79.26895712,557906,,,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.78723817,7016,2017-03-20T00:00:00,12034,2905244,3645826,Barbering & Hairdressing,PASS
13155228,Pass,,88427,10113,M1V,27,4675 STEELES AVE E,XIAN NI BEAUTY CENTRE,Notice to Comply,-79.30252839,558190,,UNIT-2C13,Client records kept on-site for 1 year and maintained for 5 years,,Conditional,,43.82415538,7018,2017-03-30T00:00:00,12040,2908990,3646118,Aesthetics,PASS
13155229,Pass,,88427,10104,M1V,28,4675 STEELES AVE E,XIAN NI BEAUTY CENTRE,Notice to Comply,-79.30252839,558190,,UNIT-2C13,Records maintained for items purchased as pre-packaged & sterile,,Conditional,,43.82415538,7018,2017-03-30T00:00:00,12039,2908990,3646118,Aesthetics,PASS
13155230,Pass,,88427,10103,M1V,29,4675 STEELES AVE E,XIAN NI BEAUTY CENTRE,Notice to Comply,-79.30252839,558190,,UNIT-2C13,Critical items cleaned then sterilized or provided sterile,,Conditional,,43.82415538,7018,2017-03-30T00:00:00,12038,2908990,3646118,Aesthetics,PASS
13155231,Pass,,88427,10016,M1V,30,4675 STEELES AVE E,XIAN NI BEAUTY CENTRE,Notice to Comply,-79.30252839,558190,,UNIT-2C13,Sharps discarded immediately in an approved sharps container and disposed of properly,,Conditional,,43.82415538,7018,2017-03-30T00:00:00,12037,2908990,3646118,Aesthetics,PASS
13155232,Pass,,88441,10011,M1E,31,4234 LAWRENCE AVE E,XCITING CUTS BARBER SHOP,Notice to Comply,-79.18328739,558684,,UNIT-3,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.76950045,7016,2017-03-29T00:00:00,12054,2905146,3646513,Barbering & Hairdressing,PASS
13155233,Pass,,88441,10016,M1E,32,4234 LAWRENCE AVE E,XCITING CUTS BARBER SHOP,Notice to Comply,-79.18328739,558684,,UNIT-3,Sharps discarded immediately in an approved sharps container and disposed of properly,,Conditional,,43.76950045,7016,2017-03-29T00:00:00,12058,2905146,3646513,Barbering & Hairdressing,PASS
13155234,Pass,,88441,10015,M1E,33,4234 LAWRENCE AVE E,XCITING CUTS BARBER SHOP,Notice to Comply,-79.18328739,558684,,UNIT-3,Work surfaces cleaned then disinfected with a LLD daily,,Conditional,,43.76950045,7016,2017-03-29T00:00:00,12057,2905146,3646513,Barbering & Hairdressing,PASS
13155235,Pass,,88441,10013,M1E,34,4234 LAWRENCE AVE E,XCITING CUTS BARBER SHOP,Notice to Comply,-79.18328739,558684,,UNIT-3,Appropriate contact time used on approved disinfectants,,Conditional,,43.76950045,7016,2017-03-29T00:00:00,12056,2905146,3646513,Barbering & Hairdressing,PASS
13155236,Pass,,88441,10012,M1E,35,4234 LAWRENCE AVE E,XCITING CUTS BARBER SHOP,Notice to Comply,-79.18328739,558684,,UNIT-3,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.76950045,7016,2017-03-29T00:00:00,12055,2905146,3646513,Barbering & Hairdressing,PASS
13155237,Pass,,88450,10104,M5R,36,1240 BAY ST,TAO CLINIC,Notice to Comply,-79.39013711,560293,,UNIT-404,Records maintained for items purchased as pre-packaged & sterile,,Conditional,,43.67034389,7020,2017-03-31T00:00:00,12068,2909987,3647588,Electrolysis,PASS
13155238,Pass,,88450,10117,M5R,37,1240 BAY ST,TAO CLINIC,Notice to Comply,-79.39013711,560293,,UNIT-404,Tip of needle holder in electrolysis cleaned then disinfected with a HLD between clients,,Conditional,,43.67034389,7020,2017-03-31T00:00:00,12069,2909987,3647588,Electrolysis,PASS
13155239,Pass,,88451,10005,M1E,38,4218 LAWRENCE AVE E,AWESOME NAILS,Notice to Comply,-79.18466218,560811,,UNIT-5,Single-use items used on one client only,,Conditional,,43.76935476,7017,2017-03-23T00:00:00,12070,2908356,3645125,Nails,PASS
13155240,Pass,,88451,10020,M1E,39,4218 LAWRENCE AVE E,AWESOME NAILS,Notice to Comply,-79.18466218,560811,,UNIT-5,Footbaths cleaned then disinfected with an ILD between clients,,Conditional,,43.76935476,7017,2017-03-23T00:00:00,12072,2908356,3645125,Nails,PASS
13155241,Pass,,88451,10011,M1E,40,4218 LAWRENCE AVE E,AWESOME NAILS,Notice to Comply,-79.18466218,560811,,UNIT-5,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.76935476,7017,2017-03-23T00:00:00,12071,2908356,3645125,Nails,PASS
13155242,Pass,,88452,10005,M1E,41,4218 LAWRENCE AVE E,AWESOME NAILS,Notice to Comply,-79.18466218,560812,,UNIT-5,Single-use items used on one client only,,Conditional,,43.76935476,7018,2017-03-23T00:00:00,12073,2908356,3645125,Aesthetics,PASS
13155243,Pass,,88455,10012,M2N,42,5492 YONGE ST,NC HAIR SALON,Notice to Comply,-79.41557632,561062,,,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.77807735,7016,2017-03-28T00:00:00,12076,2908465,3648006,Barbering & Hairdressing,PASS
13155244,Pass,,88455,10008,M2N,43,5492 YONGE ST,NC HAIR SALON,Notice to Comply,-79.41557632,561062,,,Non-critical items cleaned then disinfected with a LLD between clients,,Conditional,,43.77807735,7016,2017-03-28T00:00:00,12074,2908465,3648006,Barbering & Hairdressing,PASS
13155245,Pass,,88455,10009,M2N,44,5492 YONGE ST,NC HAIR SALON,Notice to Comply,-79.41557632,561062,,,ILD on-site for non-critical items that may break the skin,,Conditional,,43.77807735,7016,2017-03-28T00:00:00,12075,2908465,3648006,Barbering & Hairdressing,PASS
13155246,Pass,,88460,10016,M2N,45,5169 YONGE ST,DUZZ,Notice to Comply,-79.41276082,561282,,,Sharps discarded immediately in an approved sharps container and disposed of properly,,Conditional,,43.76987047,7016,2017-03-28T00:00:00,12077,2906439,3648125,Barbering & Hairdressing,PASS
13155247,Pass,,88462,10015,M4N,46,2075 BAYVIEW AVE,HAIRCUTS ON WHEELS,Notice to Comply,-79.37885453,607643,,K WING,Work surfaces cleaned then disinfected with a LLD daily,,Conditional,,43.72150053,7016,2017-03-28T00:00:00,12078,2933658,3730245,Barbering & Hairdressing,PASS
13155248,Pass,,88475,10012,M4W,47,12 CUMBERLAND ST,HAIR EXCEL,Notice to Comply,-79.38796545,555649,,UNIT-2E,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.67113993,7016,2017-04-04T00:00:00,12081,2905502,3641164,Barbering & Hairdressing,PASS
13155249,Pass,,88477,10110,M5G,48,18 ELM ST,THE ELMWOOD SPA,Notice to Comply,-79.38274646,556085,,,Reprocessing records maintained on-site for mechanical sterilizers,,Conditional,,43.65789523,7017,2017-04-04T00:00:00,12083,2902850,3642728,Nails,PASS
13155250,Pass,,88477,10109,M5G,49,18 ELM ST,THE ELMWOOD SPA,Notice to Comply,-79.38274646,556085,,,Mechanical sterilizer passed bi-weekly spore challenges,,Conditional,,43.65789523,7017,2017-04-04T00:00:00,12082,2902850,3642728,Nails,PASS
13155251,Pass,,88484,10005,M2M,50,3292 BAYVIEW AVE,SIAMAK HAIR DESIGN,Notice to Comply,-79.39346292,558177,,UNIT-103,Single-use items used on one client only,,Conditional,,43.78979061,7017,2017-03-30T00:00:00,12085,2908983,3646111,Nails,PASS
13155252,Pass,,88512,10002,M1S,51,4465 SHEPPARD AVE E,DAVID IMAGE DESIGN,Notice to Comply,-79.26579744,555555,,UNIT-6,Liquid soap & single-use towels or 70% alcohol based handrub,,Conditional,,43.78773989,7016,2017-04-05T00:00:00,12088,2905246,3640887,Barbering & Hairdressing,PASS
13155253,Pass,,88512,10011,M1S,52,4465 SHEPPARD AVE E,DAVID IMAGE DESIGN,Notice to Comply,-79.26579744,555555,,UNIT-6,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.78773989,7016,2017-04-05T00:00:00,12089,2905246,3640887,Barbering & Hairdressing,PASS
13155254,Pass,,88512,10012,M1S,53,4465 SHEPPARD AVE E,DAVID IMAGE DESIGN,Notice to Comply,-79.26579744,555555,,UNIT-6,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.78773989,7016,2017-04-05T00:00:00,12090,2905246,3640887,Barbering & Hairdressing,PASS
13155255,Pass,,88521,10011,M1S,54,5111 SHEPPARD AVE E,SUN NAILS,Notice to Comply,-79.23929949,556507,,,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.79260808,7017,2017-04-05T00:00:00,12092,2905251,3643799,Nails,PASS
13155256,Pass,,88521,10020,M1S,55,5111 SHEPPARD AVE E,SUN NAILS,Notice to Comply,-79.23929949,556507,,,Footbaths cleaned then disinfected with an ILD between clients,,Conditional,,43.79260808,7017,2017-04-05T00:00:00,12094,2905251,3643799,Nails,PASS
13155257,Pass,,88521,10012,M1S,56,5111 SHEPPARD AVE E,SUN NAILS,Notice to Comply,-79.23929949,556507,,,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.79260808,7017,2017-04-05T00:00:00,12093,2905251,3643799,Nails,PASS
13155258,Pass,,88522,10012,M1S,57,5111 SHEPPARD AVE E,SUN NAILS,Notice to Comply,-79.23929949,556508,,,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.79260808,7018,2017-04-05T00:00:00,12095,2905251,3643799,Aesthetics,PASS
13155259,Pass,,88523,10008,M4G,58,660 EGLINTON AVE E,FLOKA SALON,Notice to Comply,-79.3762139,556793,,,Non-critical items cleaned then disinfected with a LLD between clients,,Conditional,,43.71176749,7016,2017-04-05T00:00:00,12096,2905677,3644256,Barbering & Hairdressing,PASS
13155260,Pass,,88830,10011,M1S,59,4271 SHEPPARD AVE E,J AND E HAIR DESIGN,Notice to Comply,-79.2756602,555557,,UNIT-18,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.78553795,7016,2017-04-10T00:00:00,12104,2905255,3640900,Barbering & Hairdressing,PASS
13155261,Pass,,88833,10013,M1J,60,1375 DANFORTH RD,KATHY HAIR DESIGN,Notice to Comply,-79.24412359,556268,,UNIT-6,Appropriate contact time used on approved disinfectants,,Conditional,,43.74418102,7018,2017-04-18T00:00:00,12105,2907273,3643264,Aesthetics,PASS
13155262,Pass,,88834,10005,M8Y,61,681 THE QUEENSWAY,LAN DAI NAILS & SPA,Notice to Comply,-79.499466,556754,,,Single-use items used on one client only,,Conditional,,43.627,7017,2017-04-18T00:00:00,12106,2907854,3644196,Nails,PASS
13155263,Pass,,88842,10015,M1V,62,5995 STEELES AVE E,REGAL NAILS SALON & SPA,Notice to Comply,-79.25441172,557287,,,Work surfaces cleaned then disinfected with a LLD daily,,Conditional,,43.83341359,7018,2017-04-10T00:00:00,12111,2908288,3645006,Aesthetics,PASS
13155264,Pass,,88842,10101,M1V,63,5995 STEELES AVE E,REGAL NAILS SALON & SPA,Notice to Comply,-79.25441172,557287,,,Gloves used and changed between clients and as needed,,Conditional,,43.83341359,7018,2017-04-10T00:00:00,12112,2908288,3645006,Aesthetics,PASS
13155265,Pass,,88848,10008,M2N,64,5332 YONGE ST,N. HAIR SALON,Notice to Comply,-79.41432843,557550,,,Non-critical items cleaned then disinfected with a LLD between clients,,Conditional,,43.773493,7016,2017-04-13T00:00:00,12115,2904917,3645358,Barbering & Hairdressing,PASS
13155266,Pass,,88848,10012,M2N,65,5332 YONGE ST,N. HAIR SALON,Notice to Comply,-79.41432843,557550,,,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.773493,7016,2017-04-13T00:00:00,12117,2904917,3645358,Barbering & Hairdressing,PASS
13155267,Pass,,88848,10011,M2N,66,5332 YONGE ST,N. HAIR SALON,Notice to Comply,-79.41432843,557550,,,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.773493,7016,2017-04-13T00:00:00,12116,2904917,3645358,Barbering & Hairdressing,PASS
13155268,Pass,,88854,10005,M9W,67,500 REXDALE BLVD,MARY'S NAILS,Notice to Comply,-79.60006398,557712,,UNIT-K01,Single-use items used on one client only,,Conditional,,43.72038522,7017,2017-04-10T00:00:00,12120,2920210,3682127,Nails,PASS
13155269,Pass,,88855,10007,M9W,68,500 REXDALE BLVD,MARY'S NAILS,Notice to Comply,-79.60006398,557713,,UNIT-K01,Non-critical items maintained in a sanitary manner before use,,Conditional,,43.72038522,7018,2017-04-10T00:00:00,12121,2920210,3682127,Aesthetics,PASS
13155270,Pass,,88855,10013,M9W,69,500 REXDALE BLVD,MARY'S NAILS,Notice to Comply,-79.60006398,557713,,UNIT-K01,Appropriate contact time used on approved disinfectants,,Conditional,,43.72038522,7018,2017-04-10T00:00:00,12122,2920210,3682127,Aesthetics,PASS
13155271,Pass,,88861,10103,M5R,70,80 SCOLLARD ST,THE BROW HOUSE,Notice to Comply,-79.39135553,558471,,,Critical items cleaned then sterilized or provided sterile,,Conditional,,43.67208167,7022,2017-04-11T00:00:00,12123,2905927,3646360,Micropigmentation,PASS
13155272,Pass,,88861,10104,M5R,71,80 SCOLLARD ST,THE BROW HOUSE,Notice to Comply,-79.39135553,558471,,,Records maintained for items purchased as pre-packaged & sterile,,Conditional,,43.67208167,7022,2017-04-11T00:00:00,12124,2905927,3646360,Micropigmentation,PASS
13155273,Pass,,88873,10112,M6H,72,1303 BLOOR ST W,INK & WATER TATTOO,Notice to Comply,-79.4432673,561904,,,Items in contact with treated skin are single-use plastic wrapped or ILD between clients,,Conditional,,43.65803953,7024,2017-04-18T00:00:00,12128,2910583,3648499,Tattooing,PASS
13155274,Pass,,88875,10011,M5R,73,76 SCOLLARD ST,GILLA'S SALON & SPA,Notice to Comply,-79.39118994,609408,,FLR-2,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.67213311,7017,2017-04-11T00:00:00,12129,2936553,3739210,Nails,PASS
13155275,Pass,,88875,10013,M5R,74,76 SCOLLARD ST,GILLA'S SALON & SPA,Notice to Comply,-79.39118994,609408,,FLR-2,Appropriate contact time used on approved disinfectants,,Conditional,,43.67213311,7017,2017-04-11T00:00:00,12131,2936553,3739210,Nails,PASS
13155276,Pass,,88875,10012,M5R,75,76 SCOLLARD ST,GILLA'S SALON & SPA,Notice to Comply,-79.39118994,609408,,FLR-2,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.67213311,7017,2017-04-11T00:00:00,12130,2936553,3739210,Nails,PASS
13155277,Pass,,88876,10012,M5R,76,76 SCOLLARD ST,GILLA'S SALON & SPA,Notice to Comply,-79.39118994,609409,,FLR-2,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.67213311,7018,2017-04-11T00:00:00,12133,2936553,3739210,Aesthetics,PASS
13155278,Pass,,88876,10011,M5R,77,76 SCOLLARD ST,GILLA'S SALON & SPA,Notice to Comply,-79.39118994,609409,,FLR-2,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.67213311,7018,2017-04-11T00:00:00,12132,2936553,3739210,Aesthetics,PASS
13155279,Pass,,88876,10013,M5R,78,76 SCOLLARD ST,GILLA'S SALON & SPA,Notice to Comply,-79.39118994,609409,,FLR-2,Appropriate contact time used on approved disinfectants,,Conditional,,43.67213311,7018,2017-04-11T00:00:00,12134,2936553,3739210,Aesthetics,PASS
13155280,Pass,,89058,10016,M1T,79,2999 SHEPPARD AVE E,MILANO HAIR PLACE,Notice to Comply,-79.3182,555550,,,Sharps discarded immediately in an approved sharps container and disposed of properly,,Conditional,,43.77633,7016,2017-04-21T00:00:00,12151,2905227,3640868,Barbering & Hairdressing,PASS
13155281,Pass,,89058,10015,M1T,80,2999 SHEPPARD AVE E,MILANO HAIR PLACE,Notice to Comply,-79.3182,555550,,,Work surfaces cleaned then disinfected with a LLD daily,,Conditional,,43.77633,7016,2017-04-21T00:00:00,12150,2905227,3640868,Barbering & Hairdressing,PASS
13155282,Pass,,89058,10011,M1T,81,2999 SHEPPARD AVE E,MILANO HAIR PLACE,Notice to Comply,-79.3182,555550,,,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.77633,7016,2017-04-21T00:00:00,12149,2905227,3640868,Barbering & Hairdressing,PASS
13155283,Pass,,89091,10018,M4J,82,700B DANFORTH AVE,LEON'S HAIR SALON,Notice to Comply,-79.34376895,559579,,,HLD on-site for work surfaces & items that may be contaminated with blood/body fluids,,Conditional,,43.67947129,7016,2017-04-26T00:00:00,12157,2909710,3647169,Barbering & Hairdressing,PASS
13155284,Pass,,89303,10011,M2N,83,306 FINCH AVE E,BEAUTY SALON,Notice to Comply,-79.39403589,556473,,UNIT-42,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.78502176,7016,2017-04-27T00:00:00,12161,2907558,3643740,Barbering & Hairdressing,PASS
13155285,Pass,,89303,10007,M2N,84,306 FINCH AVE E,BEAUTY SALON,Notice to Comply,-79.39403589,556473,,UNIT-42,Non-critical items maintained in a sanitary manner before use,,Conditional,,43.78502176,7016,2017-04-27T00:00:00,12160,2907558,3643740,Barbering & Hairdressing,PASS
13155286,Pass,,89305,10005,M9W,85,2261 ISLINGTON AVE,NICE ONE NAILS,Notice to Comply,-79.55463453,556780,,UNIT-4,Single-use items used on one client only,,Conditional,,43.71596178,7017,2017-05-02T00:00:00,12162,2907888,3644243,Nails,PASS
13155287,Pass,,89318,10020,M3H,86,3864 BATHURST ST,ORTENSIA NAILS SALON,Notice to Comply,-79.43547613,558425,,,Footbaths cleaned then disinfected with an ILD between clients,,Conditional,,43.74095392,7017,2017-05-01T00:00:00,12170,2908548,3646334,Nails,PASS
13155288,Pass,,89318,10005,M3H,87,3864 BATHURST ST,ORTENSIA NAILS SALON,Notice to Comply,-79.43547613,558425,,,Single-use items used on one client only,,Conditional,,43.74095392,7017,2017-05-01T00:00:00,12169,2908548,3646334,Nails,PASS
13155289,Pass,,89319,10005,M3H,88,3864 BATHURST ST,ORTENSIA NAILS SALON,Notice to Comply,-79.43547613,558426,,,Single-use items used on one client only,,Conditional,,43.74095392,7018,2017-05-01T00:00:00,12171,2908548,3646334,Aesthetics,PASS
13155290,Pass,,89322,10005,M9W,89,2282 ISLINGTON AVE,RYNA'S NAIL & SPA,Notice to Comply,-79.55566124,558492,,,Single-use items used on one client only,,Conditional,,43.71494824,7017,2017-05-02T00:00:00,12172,2909146,3646372,Nails,PASS
13155291,Pass,,89331,10012,M6R,90,1642 QUEEN ST W,TIBET HAIR BEAUTY SALON INC.,Notice to Comply,-79.44296288,560123,,,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.63960694,7016,2017-05-02T00:00:00,12173,2905894,3647499,Barbering & Hairdressing,PASS
13155292,Pass,,89589,10008,M1V,91,3300 MCNICOLL AVE,KHOOBSURAT BEAUTY SALON,Notice to Comply,-79.26101565,556974,,UNIT-A7,Non-critical items cleaned then disinfected with a LLD between clients,,Conditional,,43.82073396,7016,2017-05-09T00:00:00,12174,2905175,3644543,Barbering & Hairdressing,PASS
13155293,Pass,,89590,10011,M1V,92,3300 MCNICOLL AVE,KHOOBSURAT BEAUTY SALON,Notice to Comply,-79.26101565,556975,,UNIT-A7,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.82073396,7017,2017-05-09T00:00:00,12176,2905175,3644543,Nails,PASS
13155294,Pass,,89590,10005,M1V,93,3300 MCNICOLL AVE,KHOOBSURAT BEAUTY SALON,Notice to Comply,-79.26101565,556975,,UNIT-A7,Single-use items used on one client only,,Conditional,,43.82073396,7017,2017-05-09T00:00:00,12175,2905175,3644543,Nails,PASS
13155295,Pass,,89591,10006,M1V,94,3300 MCNICOLL AVE,KHOOBSURAT BEAUTY SALON,Notice to Comply,-79.26101565,556976,,UNIT-A7,Products dispensed in a manner to prevent contamination,,Conditional,,43.82073396,7018,2017-05-09T00:00:00,12177,2905175,3644543,Aesthetics,PASS
13155296,Pass,,89598,10015,M4S,95,752 MOUNT PLEASANT RD,CARNATION NAILS SPA & HAIR,Notice to Comply,-79.390045,558058,,,Work surfaces cleaned then disinfected with a LLD daily,,Conditional,,43.707256,7017,2017-05-08T00:00:00,12181,2908881,3645976,Nails,PASS
13155297,Pass,,89598,10005,M4S,96,752 MOUNT PLEASANT RD,CARNATION NAILS SPA & HAIR,Notice to Comply,-79.390045,558058,,,Single-use items used on one client only,,Conditional,,43.707256,7017,2017-05-08T00:00:00,12180,2908881,3645976,Nails,PASS
